study_hours,class_attendance,sleep_hours,gender_male,gender_other,course_b.sc,course_b.tech,course_ba,course_bba,course_bca,course_diploma,internet_access_yes,sleep_quality_good,sleep_quality_poor,study_method_group study,study_method_mixed,study_method_online videos,study_method_self-study,facility_rating_low,facility_rating_medium,exam_difficulty_hard,exam_difficulty_moderate,exam_score
-0.796100667,0.34618064,-0.697764218,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-1.164226969
0.455927275,0.097364399,-1.563791826,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.168540929
-1.220663775,-1.470756562,1.322966869,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-1.27529096
1.487009109,-1.152503231,-1.679262174,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.020455607
0.351952636,0.93639591,-1.506056652,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0.491155381
-0.111600962,-1.702213531,-1.217380783,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,-2.142647846
1.075442831,-0.938405535,0.861085477,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,-0.064164577
1.027787788,1.66548536,-1.506056652,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0.755593456
-1.398287117,0.537132639,-0.004942131,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.349757698
-0.670464645,-0.886327717,-1.275115956,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-1.047874216
-0.146259175,-1.065706867,0.168263391,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.036321892
-0.557825453,-0.290326023,-0.062677305,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.154073522
-0.635806432,0.502414094,-0.640029044,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-0.772858618
-0.514502687,-1.140930382,0.225998565,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,-1.143071923
-1.242325158,0.861172395,-0.697764218,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,-0.42908912
-1.320306138,-1.592271471,1.149761347,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,-2.26963101
-0.835091157,-1.065706867,1.49617239,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0.152674645
-1.493597202,0.311462095,0.052793043,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.577174442
0.031364166,0.71651179,-1.33285113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.343070059
-1.203334669,0.594996881,-0.640029044,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-1.016141647
-1.502261755,-0.828463475,1.092026173,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,-0.645928342
1.16642064,-0.400268083,-1.044175261,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0.105075791
0.299965317,-1.603844319,-1.275115956,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,-0.407934074
1.378702194,-1.702213531,1.611642738,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.866657447
1.673297004,-0.290326023,0.168263391,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1.014742769
0.3216267,0.149442217,-0.120412479,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.291581321
1.023455511,1.11577506,1.438437216,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1.421977405
-1.181673286,1.607621118,0.110528217,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,-0.381490267
0.685537935,0.340394216,-0.004942131,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.930122585
0.169997018,1.098415788,-0.697764218,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.887812493
0.607556956,-1.285590988,0.630144782,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0.353647582
-1.372293457,1.098415788,0.74561513,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-0.450244166
1.508670492,-0.857395596,-1.275115956,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.549331757
-0.289224303,-0.31347172,0.976555825,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.185806091
0.954139085,-1.661708561,-0.178147653,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.237294829
1.69062611,-0.110946873,-0.293618,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1.36908979
1.292056661,0.525559791,1.380702042,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0.55990928
-0.657467815,-0.86318202,-1.217380783,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,-0.127629715
-0.341211623,1.069483667,-0.062677305,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.295471205
0.512246871,1.480319786,-0.178147653,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0.612796895
0.126674252,0.242025004,0.341468912,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.52288795
-0.315217963,-0.892114141,-0.986440087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.87723497
0.529575977,0.710725365,-0.870969739,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1.099362953
1.417692683,-0.712734991,-1.563791826,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,-0.492554258
-0.661800092,-1.169862503,1.092026173,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1.328178575
-1.289980201,-0.747453536,-1.390586304,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,-0.778147379
0.607556956,-0.215102508,0.399204086,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0.52288795
0.30862987,-0.955764807,-1.621527,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1.349333621
1.400363577,-0.568074385,0.283733739,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.332068459
0.837167617,-0.365549538,-0.928704913,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.300759967
-0.358540729,0.878531668,0.572409608,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.169939807
0.460259551,1.243076393,0.918820651,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1.046475338
1.253066172,1.127347909,1.669377912,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1.332068459
-0.531831794,-1.065706867,0.861085477,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.407934074
-1.68854965,1.075270091,1.553907564,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,-0.931521463
0.434265892,0.485054821,1.49617239,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,-0.138207238
-1.645226884,-0.909473414,-0.755499391,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,-2.01571757
1.513002769,-0.429200204,-0.351353174,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0.702705841
-1.15134735,-0.539142264,-0.293618,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.089209507
-0.440853985,-0.226675357,-0.524558696,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0.528176711
1.543328705,1.196784999,0.803350304,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1.596506534
-1.458938989,-0.307685296,-0.409088348,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,-1.87292101
-1.70154648,-1.545980077,1.438437216,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0.120942076
-1.376625734,0.820667425,0.225998565,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.979120316
1.681961557,0.994260152,-0.697764218,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.988298962
1.629974237,0.247811429,1.207496521,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1.337357221
-0.401863495,-0.087801176,0.630144782,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0.020455607
0.837167617,0.942182334,-0.640029044,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0.808481071
0.815506234,-1.661708561,1.380702042,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.893101255
-1.389622563,0.294102822,-0.178147653,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.571885681
-0.921736689,1.567116149,-1.390586304,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.284893682
1.344043981,1.023192273,1.092026173,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1.760458141
-1.160011903,-0.782172081,0.687879956,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.794013664
0.070354656,1.451387665,-1.621527,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.62866318
-0.891410753,-1.036774746,-1.275115956,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,-1.185382015
0.195990678,0.161015065,1.380702042,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,-0.196383614
-1.056037264,0.432977003,-1.621527,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,-1.047874216
-0.986720838,-1.621203592,0.168263391,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-0.667083388
-1.575910458,-1.297163836,-1.506056652,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,-2.153225369
1.69062611,0.155228641,1.149761347,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.882523732
-1.346299797,-1.106211837,-1.217380783,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.550306558
-0.297888856,-0.284539599,0.341468912,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,-0.49784302
-0.289224303,0.710725365,1.669377912,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1.644105388
-0.683461475,0.432977003,0.572409608,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.258449875
1.014790958,1.300940635,-0.351353174,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.792614786
-0.566490007,1.462960513,-0.466823522,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.681550795
0.429933615,1.480319786,1.553907564,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.914256301
0.144003358,-0.377122386,0.283733739,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,-1.439242567
1.257398449,-1.314523109,1.669377912,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,-0.043009531
1.105768767,0.577637609,-1.506056652,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.448421212
-0.982388562,1.451387665,1.092026173,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.146961807
0.863161277,0.93639591,-1.101910435,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.893101255
1.010458681,0.681793244,-0.58229387,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.856079924
1.44801862,1.052124394,0.514674434,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1.786901948
1.603980578,-0.31347172,1.034290999,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.782037263
0.81983851,0.004781612,0.225998565,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0.216139783
-0.176585111,-1.042561171,-1.390586304,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,-1.772434541
-0.722451965,0.594996881,-1.679262174,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,-1.423376282
1.261730725,-0.527569416,1.265231695,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.850791163
1.43502179,-0.811104202,-0.813234565,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0.004589323
-1.398287117,-0.868968444,0.572409608,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,-1.285868483
0.182993848,0.033713733,0.976555825,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.602219372
-1.289980201,0.137869369,0.687879956,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,-0.53486435
-0.865417093,1.133134333,-1.390586304,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.233404945
-0.406195772,1.44560124,0.976555825,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,-1.137783161
-0.657467815,-0.666443597,1.380702042,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,-0.518998066
0.746189808,-0.585433658,1.034290999,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0.829636117
-1.463271266,-0.759026384,0.052793043,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,-1.106050592
0.390943125,-0.689589294,-1.044175261,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0.395957674
0.278303933,0.791735304,0.45693926,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.491155381
0.993129575,0.444549852,0.687879956,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.612796895
-1.402619393,-1.464970138,-0.813234565,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,-1.222403345
-0.583819113,0.253597853,0.45693926,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,-0.566596919
0.681205659,1.208357848,1.322966869,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1.744591856
0.728860701,-1.528620804,-0.409088348,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.84021364
-0.176585111,1.405096271,0.110528217,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.254559991
-0.137594622,-0.845822747,0.74561513,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,-0.090608384
1.608312854,-0.597006506,0.803350304,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.993587723
-0.605480496,-0.348190265,0.514674434,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.767569856
-1.216331499,-1.245086018,0.110528217,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-0.984409078
1.564990088,-1.395533048,0.687879956,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.31133749
1.071110554,-0.90368699,1.207496521,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.427690243
-0.913072136,-1.702213531,1.380702042,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,-1.058451739
1.235737065,0.265170701,-0.235882826,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.89796594
-0.861084816,-1.268231715,0.74561513,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,-0.460821689
1.131762427,-1.41289232,-0.351353174,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0.602219372
0.442930445,0.218879307,1.265231695,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.068054461
-0.063945919,0.323034943,1.149761347,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,-0.735837287
1.478344556,0.554491912,0.861085477,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1.982586124
1.066778277,0.010568036,-0.062677305,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,-0.836323756
-1.285647925,1.33565918,0.110528217,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.200273498
0.707199318,-1.30295026,1.034290999,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,-1.217114584
1.001794128,0.994260152,-1.563791826,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1.696993003
0.139671082,-0.307685296,0.225998565,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.672372149
-0.778771561,1.399309847,-0.928704913,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.397356551
-0.921736689,-0.921046262,0.341468912,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.228116183
1.638638791,1.5555433,-0.062677305,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.533041396
-0.224240154,1.272008514,0.45693926,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,-0.243982468
0.061690103,-1.135143958,-1.390586304,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.581064326
0.338955806,-0.226675357,1.49617239,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1.374378551
-1.385290287,-0.892114141,0.283733739,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,-1.465686374
-1.454606713,-1.245086018,-0.697764218,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,-1.000275362
-1.047372711,-0.388695235,1.034290999,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.212249899
-1.510926309,0.120510096,0.630144782,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1.798878349
1.378702194,-0.342403841,-0.178147653,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,-0.080030861
-1.224996052,-0.585433658,-0.755499391,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.831034994
-0.952062625,-0.597006506,-0.640029044,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.349757698
0.126674252,-1.175648927,-1.563791826,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.618085657
1.37003764,-0.961551232,-0.409088348,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.035897815
-1.567245905,0.103150823,0.052793043,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.265137514
-0.986720838,-1.187221776,1.207496521,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.804591187
0.750522085,1.144707181,0.514674434,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1.15753933
0.061690103,0.820667425,-0.986440087,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.899788894
0.325958976,1.694417481,1.611642738,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.263738636
-1.67555282,-0.637511476,-0.986440087,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,-1.693103119
1.266063002,-1.106211837,0.399204086,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.77145974
0.26963938,-1.476542986,-0.58229387,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,-1.534440274
1.15342381,-0.521782992,-1.33285113,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,-0.021854485
1.603980578,1.462960513,1.092026173,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0.824347355
0.802509404,0.317248519,0.283733739,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1.289758367
-1.627897777,1.590261846,0.052793043,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.667083388
0.728860701,1.434028392,-0.697764218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.696993003
0.217652061,-0.417627356,0.976555825,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.434377882
-1.376625734,-0.215102508,1.207496521,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,-1.23826963
-0.800432944,-0.695375718,1.149761347,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,-0.566596919
-1.15134735,0.838026698,-1.506056652,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1.164226969
1.469680003,0.242025004,-1.044175261,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1.802768233
1.019123235,-1.517047956,-1.33285113,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.221428544
0.694202489,1.451387665,-0.697764218,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1.771035664
0.910816319,0.988473728,-1.33285113,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.951277631
0.347620359,1.503465482,-1.101910435,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,-0.000699439
1.227072512,-0.868968444,0.687879956,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1.79219071
-0.943398072,0.878531668,0.572409608,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.644529464
-0.86974937,0.461909124,-0.755499391,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,-0.635350819
0.312962146,-1.308736684,1.092026173,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.53486435
1.071110554,-0.834249899,0.572409608,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.13680836
1.162088363,-1.071493292,-0.235882826,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.930122585
1.647303344,-1.204581049,-1.679262174,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.47486502
0.906484043,0.519773366,0.514674434,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1.136384284
-0.930401242,1.272008514,0.976555825,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,-0.085319623
-0.934733519,1.694417481,-0.986440087,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.926232701
-0.193914218,-0.990483353,-1.33285113,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,-1.137783161
0.516579147,0.60656973,-0.640029044,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,-0.085319623
0.04002872,-1.464970138,0.687879956,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,-0.381490267
-1.502261755,-0.909473414,1.611642738,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,-1.34404486
-0.063945919,1.202571423,-0.351353174,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.179118452
1.097104214,1.532397603,1.149761347,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1.712859287
-0.904407582,1.630766815,0.918820651,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.87723497
0.464591828,-0.122519721,1.322966869,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,-0.058875815
-0.800432944,0.814881001,0.572409608,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,-1.164226969
0.191658401,-0.458132325,1.553907564,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.77145974
0.694202489,0.699152517,1.438437216,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.861368686
-1.017046774,-1.210367473,-1.621527,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.857478802
0.828503064,-1.314523109,0.052793043,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.369513866
0.607556956,1.677058209,-0.58229387,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1.310913413
-0.653135539,-0.654870748,1.207496521,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,-0.81516871
1.365705364,1.37616415,-0.293618,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1.982586124
0.967135915,-1.655922137,1.438437216,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.284893682
0.070354656,1.150493606,1.380702042,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,-0.185806091
-1.450274436,1.515038331,-0.466823522,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-1.386354952
-0.211243324,-1.684854258,0.225998565,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.106050592
-0.592483666,-0.382908811,-1.621527,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,-1.27529096
-0.826426603,1.069483667,-0.524558696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.556019396
0.494917764,-1.702213531,0.514674434,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0.596930611
1.456683173,-0.678016445,-0.986440087,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.083920745
-1.229328329,-0.840036323,-1.159645609,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,-1.476263897
0.83283534,-1.274018139,1.553907564,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.966719839
0.416936785,-1.430251593,0.283733739,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.517599188
0.57723102,-0.874754868,0.225998565,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-0.423800359
1.192414299,-1.042561171,1.092026173,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1.162828091
-0.436521708,1.648126088,0.168263391,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.670549195
0.273971657,-1.661708561,0.514674434,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,-0.566596919
-0.778771561,-1.285590988,-0.697764218,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1.867632248
-0.752777901,1.063697242,-0.409088348,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,-0.53486435
0.044360996,0.907463789,-0.813234565,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,-0.0747421
-1.70154648,-0.110946873,0.341468912,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.597905412
